rule,difference_base,seed,benchmark,classifier,baseline
18,-0.0488215488215487,512893131,digits,Bundle simple,0.7609427609427609
19,-0.0134680134680134,512893131,digits,Bundle simple,0.7609427609427609
22,0.0286195286195286,512893131,digits,Bundle simple,0.7609427609427609
23,-0.0622895622895622,512893131,digits,Bundle simple,0.7609427609427609
24,-0.0622895622895622,512893131,digits,Bundle simple,0.7609427609427609
25,0.0033670033670033,512893131,digits,Bundle simple,0.7609427609427609
26,-0.0404040404040403,512893131,digits,Bundle simple,0.7609427609427609
27,-0.0286195286195285,512893131,digits,Bundle simple,0.7609427609427609
28,-0.0168350168350167,512893131,digits,Bundle simple,0.7609427609427609
29,-0.0723905723905723,512893131,digits,Bundle simple,0.7609427609427609
30,0.0084175084175084,512893131,digits,Bundle simple,0.7609427609427609
32,-0.0033670033670033,512893131,digits,Bundle simple,0.7609427609427609
33,0.0117845117845117,512893131,digits,Bundle simple,0.7609427609427609
34,-0.0993265993265992,512893131,digits,Bundle simple,0.7609427609427609
35,0.0454545454545455,512893131,digits,Bundle simple,0.7609427609427609
36,-0.0993265993265992,512893131,digits,Bundle simple,0.7609427609427609
37,0.0235690235690235,512893131,digits,Bundle simple,0.7609427609427609
38,-0.0404040404040403,512893131,digits,Bundle simple,0.7609427609427609
40,-0.0488215488215487,512893131,digits,Bundle simple,0.7609427609427609
41,-0.0067340067340067,512893131,digits,Bundle simple,0.7609427609427609
42,-0.0875420875420874,512893131,digits,Bundle simple,0.7609427609427609
43,-0.0033670033670033,512893131,digits,Bundle simple,0.7609427609427609
44,-0.1245791245791245,512893131,digits,Bundle simple,0.7609427609427609
45,-0.0084175084175084,512893131,digits,Bundle simple,0.7609427609427609
46,-0.0370370370370369,512893131,digits,Bundle simple,0.7609427609427609
50,-0.1228956228956228,512893131,digits,Bundle simple,0.7609427609427609
51,0.0,512893131,digits,Bundle simple,0.7609427609427609
54,-0.005050505050505,512893131,digits,Bundle simple,0.7609427609427609
56,-0.0774410774410774,512893131,digits,Bundle simple,0.7609427609427609
57,-0.0370370370370369,512893131,digits,Bundle simple,0.7609427609427609
58,-0.1127946127946127,512893131,digits,Bundle simple,0.7609427609427609
60,-0.0067340067340067,512893131,digits,Bundle simple,0.7609427609427609
62,0.0151515151515151,512893131,digits,Bundle simple,0.7609427609427609
72,-0.0639730639730639,512893131,digits,Bundle simple,0.7609427609427609
73,-0.0033670033670033,512893131,digits,Bundle simple,0.7609427609427609
74,-0.0151515151515151,512893131,digits,Bundle simple,0.7609427609427609
76,-0.0336700336700336,512893131,digits,Bundle simple,0.7609427609427609
77,-0.1212121212121212,512893131,digits,Bundle simple,0.7609427609427609
78,0.0218855218855219,512893131,digits,Bundle simple,0.7609427609427609
90,-0.0134680134680134,512893131,digits,Bundle simple,0.7609427609427609
94,0.0202020202020202,512893131,digits,Bundle simple,0.7609427609427609
104,-0.0673400673400673,512893131,digits,Bundle simple,0.7609427609427609
105,-0.0269360269360269,512893131,digits,Bundle simple,0.7609427609427609
106,-0.0202020202020202,512893131,digits,Bundle simple,0.7609427609427609
108,-0.0269360269360269,512893131,digits,Bundle simple,0.7609427609427609
110,0.0286195286195286,512893131,digits,Bundle simple,0.7609427609427609
122,0.0,512893131,digits,Bundle simple,0.7609427609427609
126,0.0606060606060606,512893131,digits,Bundle simple,0.7609427609427609
128,-0.005050505050505,512893131,digits,Bundle simple,0.7609427609427609
130,-0.0909090909090909,512893131,digits,Bundle simple,0.7609427609427609
132,-0.0976430976430976,512893131,digits,Bundle simple,0.7609427609427609
134,-0.0353535353535353,512893131,digits,Bundle simple,0.7609427609427609
136,-0.0185185185185184,512893131,digits,Bundle simple,0.7609427609427609
138,-0.005050505050505,512893131,digits,Bundle simple,0.7609427609427609
140,-0.0471380471380471,512893131,digits,Bundle simple,0.7609427609427609
142,0.0286195286195286,512893131,digits,Bundle simple,0.7609427609427609
146,-0.0875420875420874,512893131,digits,Bundle simple,0.7609427609427609
150,-0.0269360269360269,512893131,digits,Bundle simple,0.7609427609427609
152,-0.0538720538720538,512893131,digits,Bundle simple,0.7609427609427609
154,-0.0808080808080807,512893131,digits,Bundle simple,0.7609427609427609
156,-0.0387205387205387,512893131,digits,Bundle simple,0.7609427609427609
160,-0.0033670033670033,512893131,digits,Bundle simple,0.7609427609427609
162,-0.0959595959595959,512893131,digits,Bundle simple,0.7609427609427609
164,-0.074074074074074,512893131,digits,Bundle simple,0.7609427609427609
168,-0.0336700336700336,512893131,digits,Bundle simple,0.7609427609427609
170,0.0,512893131,digits,Bundle simple,0.7609427609427609
172,-0.0639730639730639,512893131,digits,Bundle simple,0.7609427609427609
178,-0.1212121212121212,512893131,digits,Bundle simple,0.7609427609427609
184,-0.1144781144781144,512893131,digits,Bundle simple,0.7609427609427609
200,-0.0673400673400673,512893131,digits,Bundle simple,0.7609427609427609
204,0.0,512893131,digits,Bundle simple,0.7609427609427609
232,-0.0606060606060605,512893131,digits,Bundle simple,0.7609427609427609
1,0.0218855218855219,2093678273,digits,Bundle simple,0.8080808080808081
2,-0.101010101010101,2093678273,digits,Bundle simple,0.8080808080808081
3,0.0235690235690235,2093678273,digits,Bundle simple,0.8080808080808081
4,-0.0673400673400673,2093678273,digits,Bundle simple,0.8080808080808081
5,0.0,2093678273,digits,Bundle simple,0.8080808080808081
6,-0.0656565656565656,2093678273,digits,Bundle simple,0.8080808080808081
7,-0.0252525252525251,2093678273,digits,Bundle simple,0.8080808080808081
8,-0.0454545454545454,2093678273,digits,Bundle simple,0.8080808080808081
9,-0.0134680134680134,2093678273,digits,Bundle simple,0.8080808080808081
10,-0.0875420875420874,2093678273,digits,Bundle simple,0.8080808080808081
11,-0.0151515151515151,2093678273,digits,Bundle simple,0.8080808080808081
12,-0.0892255892255892,2093678273,digits,Bundle simple,0.8080808080808081
13,-0.0858585858585858,2093678273,digits,Bundle simple,0.8080808080808081
14,-0.0387205387205387,2093678273,digits,Bundle simple,0.8080808080808081
15,-0.0033670033670033,2093678273,digits,Bundle simple,0.8080808080808081
18,-0.0235690235690235,2093678273,digits,Bundle simple,0.8080808080808081
19,-0.0218855218855218,2093678273,digits,Bundle simple,0.8080808080808081
22,0.031986531986532,2093678273,digits,Bundle simple,0.8080808080808081
23,-0.0471380471380471,2093678273,digits,Bundle simple,0.8080808080808081
24,-0.0723905723905723,2093678273,digits,Bundle simple,0.8080808080808081
25,-0.0235690235690235,2093678273,digits,Bundle simple,0.8080808080808081
26,-0.0656565656565656,2093678273,digits,Bundle simple,0.8080808080808081
27,-0.0404040404040404,2093678273,digits,Bundle simple,0.8080808080808081
28,-0.0134680134680134,2093678273,digits,Bundle simple,0.8080808080808081
29,-0.0606060606060605,2093678273,digits,Bundle simple,0.8080808080808081
30,0.0101010101010101,2093678273,digits,Bundle simple,0.8080808080808081
32,-0.0084175084175084,2093678273,digits,Bundle simple,0.8080808080808081
33,0.0016835016835017,2093678273,digits,Bundle simple,0.8080808080808081
34,-0.0892255892255892,2093678273,digits,Bundle simple,0.8080808080808081
35,0.0252525252525253,2093678273,digits,Bundle simple,0.8080808080808081
36,-0.0454545454545454,2093678273,digits,Bundle simple,0.8080808080808081
37,0.0134680134680135,2093678273,digits,Bundle simple,0.8080808080808081
38,-0.0387205387205387,2093678273,digits,Bundle simple,0.8080808080808081
40,-0.0538720538720538,2093678273,digits,Bundle simple,0.8080808080808081
41,-0.0202020202020202,2093678273,digits,Bundle simple,0.8080808080808081
42,-0.0639730639730639,2093678273,digits,Bundle simple,0.8080808080808081
43,-0.0067340067340067,2093678273,digits,Bundle simple,0.8080808080808081
44,-0.0909090909090909,2093678273,digits,Bundle simple,0.8080808080808081
45,-0.0185185185185184,2093678273,digits,Bundle simple,0.8080808080808081
46,-0.0471380471380471,2093678273,digits,Bundle simple,0.8080808080808081
50,-0.1127946127946127,2093678273,digits,Bundle simple,0.8080808080808081
51,-0.0033670033670033,2093678273,digits,Bundle simple,0.8080808080808081
54,0.005050505050505,2093678273,digits,Bundle simple,0.8080808080808081
56,-0.0808080808080807,2093678273,digits,Bundle simple,0.8080808080808081
57,-0.0370370370370369,2093678273,digits,Bundle simple,0.8080808080808081
58,-0.1228956228956228,2093678273,digits,Bundle simple,0.8080808080808081
60,-0.01010101010101,2093678273,digits,Bundle simple,0.8080808080808081
62,0.0101010101010101,2093678273,digits,Bundle simple,0.8080808080808081
72,-0.074074074074074,2093678273,digits,Bundle simple,0.8080808080808081
73,-0.0202020202020202,2093678273,digits,Bundle simple,0.8080808080808081
74,-0.0286195286195286,2093678273,digits,Bundle simple,0.8080808080808081
76,-0.0353535353535353,2093678273,digits,Bundle simple,0.8080808080808081
77,-0.1498316498316498,2093678273,digits,Bundle simple,0.8080808080808081
78,0.005050505050505,2093678273,digits,Bundle simple,0.8080808080808081
90,-0.0202020202020202,2093678273,digits,Bundle simple,0.8080808080808081
94,0.0,2093678273,digits,Bundle simple,0.8080808080808081
104,-0.0673400673400673,2093678273,digits,Bundle simple,0.8080808080808081
105,-0.0067340067340067,2093678273,digits,Bundle simple,0.8080808080808081
106,-0.0269360269360269,2093678273,digits,Bundle simple,0.8080808080808081
108,-0.0252525252525251,2093678273,digits,Bundle simple,0.8080808080808081
110,0.0134680134680135,2093678273,digits,Bundle simple,0.8080808080808081
122,-0.0151515151515151,2093678273,digits,Bundle simple,0.8080808080808081
126,0.0269360269360269,2093678273,digits,Bundle simple,0.8080808080808081
128,-0.0286195286195286,2093678273,digits,Bundle simple,0.8080808080808081
130,-0.0892255892255892,2093678273,digits,Bundle simple,0.8080808080808081
132,-0.0707070707070707,2093678273,digits,Bundle simple,0.8080808080808081
134,-0.0370370370370369,2093678273,digits,Bundle simple,0.8080808080808081
136,-0.0521885521885522,2093678273,digits,Bundle simple,0.8080808080808081
138,-0.0286195286195286,2093678273,digits,Bundle simple,0.8080808080808081
140,-0.0269360269360269,2093678273,digits,Bundle simple,0.8080808080808081
142,0.0117845117845117,2093678273,digits,Bundle simple,0.8080808080808081
146,-0.0690235690235689,2093678273,digits,Bundle simple,0.8080808080808081
150,-0.0117845117845117,2093678273,digits,Bundle simple,0.8080808080808081
152,-0.0639730639730639,2093678273,digits,Bundle simple,0.8080808080808081
154,-0.0993265993265992,2093678273,digits,Bundle simple,0.8080808080808081
156,-0.0387205387205387,2093678273,digits,Bundle simple,0.8080808080808081
160,-0.0336700336700336,2093678273,digits,Bundle simple,0.8080808080808081
162,-0.1161616161616161,2093678273,digits,Bundle simple,0.8080808080808081
164,-0.0454545454545454,2093678273,digits,Bundle simple,0.8080808080808081
168,-0.0353535353535353,2093678273,digits,Bundle simple,0.8080808080808081
170,0.0,2093678273,digits,Bundle simple,0.8080808080808081
172,-0.0387205387205387,2093678273,digits,Bundle simple,0.8080808080808081
178,-0.1363636363636363,2093678273,digits,Bundle simple,0.8080808080808081
184,-0.1195286195286194,2093678273,digits,Bundle simple,0.8080808080808081
200,-0.0606060606060605,2093678273,digits,Bundle simple,0.8080808080808081
204,0.0,2093678273,digits,Bundle simple,0.8080808080808081
232,-0.0454545454545454,2093678273,digits,Bundle simple,0.8080808080808081
1,0.0185185185185184,1000067917,digits,Bundle simple,0.7962962962962963
2,-0.1397306397306397,1000067917,digits,Bundle simple,0.7962962962962963
3,0.0168350168350168,1000067917,digits,Bundle simple,0.7962962962962963
4,-0.0909090909090909,1000067917,digits,Bundle simple,0.7962962962962963
5,-0.005050505050505,1000067917,digits,Bundle simple,0.7962962962962963
6,-0.0774410774410774,1000067917,digits,Bundle simple,0.7962962962962963
7,-0.0084175084175084,1000067917,digits,Bundle simple,0.7962962962962963
8,-0.0454545454545454,1000067917,digits,Bundle simple,0.7962962962962963
9,-0.0235690235690235,1000067917,digits,Bundle simple,0.7962962962962963
10,-0.0774410774410774,1000067917,digits,Bundle simple,0.7962962962962963
11,-0.0286195286195286,1000067917,digits,Bundle simple,0.7962962962962963
12,-0.1127946127946127,1000067917,digits,Bundle simple,0.7962962962962963
13,-0.1245791245791245,1000067917,digits,Bundle simple,0.7962962962962963
14,-0.0639730639730639,1000067917,digits,Bundle simple,0.7962962962962963
15,0.0,1000067917,digits,Bundle simple,0.7962962962962963
18,-0.0723905723905723,1000067917,digits,Bundle simple,0.7962962962962963
19,-0.0370370370370369,1000067917,digits,Bundle simple,0.7962962962962963
22,0.0,1000067917,digits,Bundle simple,0.7962962962962963
23,-0.0488215488215487,1000067917,digits,Bundle simple,0.7962962962962963
24,-0.0875420875420874,1000067917,digits,Bundle simple,0.7962962962962963
25,-0.0353535353535353,1000067917,digits,Bundle simple,0.7962962962962963
26,-0.0707070707070707,1000067917,digits,Bundle simple,0.7962962962962963
27,-0.0370370370370369,1000067917,digits,Bundle simple,0.7962962962962963
28,-0.0589225589225589,1000067917,digits,Bundle simple,0.7962962962962963
29,-0.0707070707070707,1000067917,digits,Bundle simple,0.7962962962962963
30,-0.0084175084175084,1000067917,digits,Bundle simple,0.7962962962962963
32,0.0,1000067917,digits,Bundle simple,0.7962962962962963
33,-0.0117845117845117,1000067917,digits,Bundle simple,0.7962962962962963
34,-0.1127946127946127,1000067917,digits,Bundle simple,0.7962962962962963
35,0.0269360269360269,1000067917,digits,Bundle simple,0.7962962962962963
36,-0.0824915824915825,1000067917,digits,Bundle simple,0.7962962962962963
37,0.0067340067340067,1000067917,digits,Bundle simple,0.7962962962962963
38,-0.0606060606060605,1000067917,digits,Bundle simple,0.7962962962962963
40,-0.0505050505050505,1000067917,digits,Bundle simple,0.7962962962962963
41,-0.0151515151515151,1000067917,digits,Bundle simple,0.7962962962962963
42,-0.0690235690235689,1000067917,digits,Bundle simple,0.7962962962962963
43,-0.0269360269360269,1000067917,digits,Bundle simple,0.7962962962962963
44,-0.1313131313131312,1000067917,digits,Bundle simple,0.7962962962962963
45,-0.0589225589225589,1000067917,digits,Bundle simple,0.7962962962962963
46,-0.0757575757575756,1000067917,digits,Bundle simple,0.7962962962962963
50,-0.1515151515151515,1000067917,digits,Bundle simple,0.7962962962962963
51,0.0,1000067917,digits,Bundle simple,0.7962962962962963
54,-0.0168350168350168,1000067917,digits,Bundle simple,0.7962962962962963
56,-0.0942760942760942,1000067917,digits,Bundle simple,0.7962962962962963
57,-0.0656565656565656,1000067917,digits,Bundle simple,0.7962962962962963
58,-0.138047138047138,1000067917,digits,Bundle simple,0.7962962962962963
60,-0.0269360269360269,1000067917,digits,Bundle simple,0.7962962962962963
62,-0.0117845117845117,1000067917,digits,Bundle simple,0.7962962962962963
72,-0.111111111111111,1000067917,digits,Bundle simple,0.7962962962962963
73,-0.0269360269360269,1000067917,digits,Bundle simple,0.7962962962962963
74,-0.0538720538720538,1000067917,digits,Bundle simple,0.7962962962962963
76,-0.0723905723905723,1000067917,digits,Bundle simple,0.7962962962962963
77,-0.1683501683501683,1000067917,digits,Bundle simple,0.7962962962962963
78,-0.0185185185185184,1000067917,digits,Bundle simple,0.7962962962962963
90,-0.0370370370370369,1000067917,digits,Bundle simple,0.7962962962962963
94,0.0101010101010101,1000067917,digits,Bundle simple,0.7962962962962963
104,-0.111111111111111,1000067917,digits,Bundle simple,0.7962962962962963
